"","datetime","X","date","ph","Station","TideHeight"
"37243",2019-02-15 21:00:00,18620,"2019-02-15",7.75,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41786888667292
"37245",2019-02-15 22:00:00,18621,"2019-02-15",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.45132254090328
"37247",2019-02-15 23:00:00,18622,"2019-02-15",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33932421116422
"37261",2019-02-16 06:00:00,18629,"2019-02-16",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.65991994823022
"37263",2019-02-16 07:00:00,18630,"2019-02-16",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.89700977463079
"37291",2019-02-16 21:00:00,18644,"2019-02-16",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36839072261347
"37293",2019-02-16 22:00:00,18645,"2019-02-16",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54918862664297
"37309",2019-02-17 06:00:00,18653,"2019-02-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40628811145333
"37311",2019-02-17 07:00:00,18654,"2019-02-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.7213576643657
"37313",2019-02-17 08:00:00,18655,"2019-02-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.98573781577865
"37315",2019-02-17 09:00:00,18656,"2019-02-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.1171527587861
"37341",2019-02-17 22:00:00,18669,"2019-02-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51977018250727
"37343",2019-02-17 23:00:00,18670,"2019-02-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66440610394497
"37357",2019-02-18 06:00:00,18677,"2019-02-18",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08779007984286
"37359",2019-02-18 07:00:00,18678,"2019-02-18",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42408975129951
"37361",2019-02-18 08:00:00,18679,"2019-02-18",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77318634410797
"37363",2019-02-18 09:00:00,18680,"2019-02-18",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.05603617732239
"37365",2019-02-18 10:00:00,18681,"2019-02-18",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.18084173847669
"37393",2019-02-19 00:00:00,18695,"2019-02-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.74424347843801
"37395",2019-02-19 01:00:00,18696,"2019-02-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58307569070101
"37415",2019-02-19 11:00:00,18706,"2019-02-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.18851501665655
"37417",2019-02-19 12:00:00,18707,"2019-02-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.03381685125544
"37421",2019-02-19 14:00:00,18709,"2019-02-19",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0090427030738
"37437",2019-02-19 22:00:00,18717,"2019-02-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.1505369945883
"37439",2019-02-19 23:00:00,18718,"2019-02-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55108417847932
"37441",2019-02-20 00:00:00,18719,"2019-02-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.78649664011275
"37465",2019-02-20 12:00:00,18731,"2019-02-20",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.1256910013682
"37467",2019-02-20 13:00:00,18732,"2019-02-20",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.9359283848328
"37487",2019-02-20 23:00:00,18742,"2019-02-20",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35585994819653
"37537",2019-02-22 00:00:00,18767,"2019-02-22",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53868750378657
"37539",2019-02-22 01:00:00,18768,"2019-02-22",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.82234891238372
"37611",2019-02-23 13:00:00,18804,"2019-02-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40348795008315
"37613",2019-02-23 14:00:00,18805,"2019-02-23",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59305785084167
"37615",2019-02-23 15:00:00,18806,"2019-02-23",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.62067449124399
"37633",2019-02-24 00:00:00,18815,"2019-02-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12112938020257
"37635",2019-02-24 01:00:00,18816,"2019-02-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46883238885848
"37639",2019-02-24 03:00:00,18818,"2019-02-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.89096068946806
"37641",2019-02-24 04:00:00,18819,"2019-02-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.8263117643731
"37645",2019-02-24 06:00:00,18821,"2019-02-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.15397082991942
"37661",2019-02-24 14:00:00,18829,"2019-02-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.21641519757107
"37663",2019-02-24 15:00:00,18830,"2019-02-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39583259465519
"37665",2019-02-24 16:00:00,18831,"2019-02-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44693833803491
"37667",2019-02-24 17:00:00,18832,"2019-02-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34744618497075
"37669",2019-02-24 18:00:00,18833,"2019-02-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12585982038
"37683",2019-02-25 01:00:00,18840,"2019-02-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.25363124366385
"37685",2019-02-25 02:00:00,18841,"2019-02-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54796640456919
"37687",2019-02-25 03:00:00,18842,"2019-02-25",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77360993904976
"37689",2019-02-25 04:00:00,18843,"2019-02-25",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.86089129187378
"37695",2019-02-25 07:00:00,18846,"2019-02-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09835861788203
"37711",2019-02-25 15:00:00,18854,"2019-02-25",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0425729028281
"37713",2019-02-25 16:00:00,18855,"2019-02-25",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2308329015682
"37739",2019-02-26 05:00:00,18868,"2019-02-26",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.81451739959937
"37741",2019-02-26 06:00:00,18869,"2019-02-26",7.95,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.70570400772849
"37743",2019-02-26 07:00:00,18870,"2019-02-26",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43643631330984
"37745",2019-02-26 08:00:00,18871,"2019-02-26",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0662275761914
"37813",2019-02-27 18:00:00,18905,"2019-02-27",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09070526179066
"37815",2019-02-27 19:00:00,18906,"2019-02-27",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.28515286050295
"37831",2019-02-28 03:00:00,18914,"2019-02-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12525822859846
"37833",2019-02-28 04:00:00,18915,"2019-02-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3347081699717
"37835",2019-02-28 05:00:00,18916,"2019-02-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54784716360153
"37841",2019-02-28 08:00:00,18919,"2019-02-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.64678277121738
"37843",2019-02-28 09:00:00,18920,"2019-02-28",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.38401623867171
"37845",2019-02-28 10:00:00,18921,"2019-02-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0181611971548
"37941",2019-03-02 10:00:00,18969,"2019-03-02",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61122918732692
"37943",2019-03-02 11:00:00,18970,"2019-03-02",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.28816969700503
"37961",2019-03-02 20:00:00,18979,"2019-03-02",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.04262737129118
"37963",2019-03-02 21:00:00,18980,"2019-03-02",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3427574799445
"37965",2019-03-02 22:00:00,18981,"2019-03-02",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52804373313203
"37967",2019-03-02 23:00:00,18982,"2019-03-02",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54506948981979
"37969",2019-03-03 00:00:00,18983,"2019-03-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40069627164286
"37971",2019-03-03 01:00:00,18984,"2019-03-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16465396371024
"37983",2019-03-03 07:00:00,18990,"2019-03-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40122876149227
"37985",2019-03-03 08:00:00,18991,"2019-03-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.64126977444282
"37989",2019-03-03 10:00:00,18993,"2019-03-03",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76633826564048
"37991",2019-03-03 11:00:00,18994,"2019-03-03",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55333752346304
"37993",2019-03-03 12:00:00,18995,"2019-03-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18091101540041
"38011",2019-03-03 21:00:00,19004,"2019-03-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20529885526118
"38017",2019-03-04 00:00:00,19007,"2019-03-04",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51371845925185
"38019",2019-03-04 01:00:00,19008,"2019-03-04",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30286848411905
"38021",2019-03-04 02:00:00,19009,"2019-03-04",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03732116469376
"38039",2019-03-04 11:00:00,19018,"2019-03-04",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.7277343761092
"38041",2019-03-04 12:00:00,19019,"2019-03-04",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44738192881066
"38043",2019-03-04 13:00:00,19020,"2019-03-04",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02967920393391
"38081",2019-03-05 08:00:00,19039,"2019-03-05",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27714013400081
"38083",2019-03-05 09:00:00,19040,"2019-03-05",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55589023552682
"38087",2019-03-05 11:00:00,19042,"2019-03-05",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.7975591570254
"38089",2019-03-05 12:00:00,19043,"2019-03-05",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63816468214044
"38091",2019-03-05 13:00:00,19044,"2019-03-05",7.75,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29391061919573
"38115",2019-03-06 01:00:00,19056,"2019-03-06",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51538559625894
"38117",2019-03-06 02:00:00,19057,"2019-03-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2753072284885
"38135",2019-03-06 11:00:00,19066,"2019-03-06",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76318161620142
"38137",2019-03-06 12:00:00,19067,"2019-03-06",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.73182243726993
"38157",2019-03-06 22:00:00,19077,"2019-03-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18024699896986
"38159",2019-03-06 23:00:00,19078,"2019-03-06",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46121381706401
"38161",2019-03-07 00:00:00,19079,"2019-03-07",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61467278642513
"38163",2019-03-07 01:00:00,19080,"2019-03-07",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59137193941223
"38167",2019-03-07 03:00:00,19082,"2019-03-07",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09481281305081
"38181",2019-03-07 10:00:00,19089,"2019-03-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41702693866284
"38183",2019-03-07 11:00:00,19090,"2019-03-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63639063970162
"38185",2019-03-07 12:00:00,19091,"2019-03-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71988178064616
"38205",2019-03-07 22:00:00,19101,"2019-03-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08412093421222
"38207",2019-03-07 23:00:00,19102,"2019-03-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39116627147702
"38209",2019-03-08 00:00:00,19103,"2019-03-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59998799086503
"38211",2019-03-08 01:00:00,19104,"2019-03-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.64893624507509
"38213",2019-03-08 02:00:00,19105,"2019-03-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51433823352857
"38231",2019-03-08 11:00:00,19114,"2019-03-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43870905201303
"38233",2019-03-08 12:00:00,19115,"2019-03-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.60783567781241
"38239",2019-03-08 15:00:00,19118,"2019-03-08",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.15613538791072
"38255",2019-03-08 23:00:00,19126,"2019-03-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30444395877588
"38257",2019-03-09 00:00:00,19127,"2019-03-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55642053251722
"38279",2019-03-09 11:00:00,19138,"2019-03-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19644649292442
"38281",2019-03-09 12:00:00,19139,"2019-03-09",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41458379585583
"38283",2019-03-09 13:00:00,19140,"2019-03-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53410889406341
"38285",2019-03-09 14:00:00,19141,"2019-03-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50629321602012
"38287",2019-03-09 15:00:00,19142,"2019-03-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31891278496639
"38289",2019-03-09 16:00:00,19143,"2019-03-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01671972513447
"38305",2019-03-10 00:00:00,19151,"2019-03-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47933051834758
"38307",2019-03-10 01:00:00,19152,"2019-03-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66223985736473
"38309",2019-03-10 03:00:00,19154,"2019-03-10",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69362616493241
"38313",2019-03-10 05:00:00,19156,"2019-03-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24737206496441
"38331",2019-03-10 14:00:00,19165,"2019-03-10",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34831462154051
"38333",2019-03-10 15:00:00,19166,"2019-03-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43119837176266
"38335",2019-03-10 16:00:00,19167,"2019-03-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.38027477838595
"38355",2019-03-11 02:00:00,19177,"2019-03-11",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59680412565231
"38357",2019-03-11 03:00:00,19178,"2019-03-11",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71030968751794
"38359",2019-03-11 04:00:00,19179,"2019-03-11",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66473983940161
"38379",2019-03-11 14:00:00,19189,"2019-03-11",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09698970433609
"38381",2019-03-11 15:00:00,19190,"2019-03-11",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.25406588134256
"38383",2019-03-11 16:00:00,19191,"2019-03-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3228806327069
"38385",2019-03-11 17:00:00,19192,"2019-03-11",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2786253468863
"38387",2019-03-11 18:00:00,19193,"2019-03-11",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12994535607202
"38401",2019-03-12 01:00:00,19200,"2019-03-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.25099591291605
"38403",2019-03-12 02:00:00,19201,"2019-03-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48612820183957
"38413",2019-03-12 07:00:00,19206,"2019-03-12",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00865942493973
"38429",2019-03-12 15:00:00,19214,"2019-03-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00082004503739
"38433",2019-03-12 17:00:00,19216,"2019-03-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2349240945353
"38435",2019-03-12 18:00:00,19217,"2019-03-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22392912812133
"38437",2019-03-12 19:00:00,19218,"2019-03-12",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12610458852487
"38449",2019-03-13 01:00:00,19224,"2019-03-13",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12620867897034
"38451",2019-03-13 02:00:00,19225,"2019-03-13",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34273132777638
"38481",2019-03-13 17:00:00,19240,"2019-03-13",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07103391678693
"38485",2019-03-13 19:00:00,19242,"2019-03-13",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22781813695142
"38487",2019-03-13 20:00:00,19243,"2019-03-13",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18137198659328
"38497",2019-03-14 01:00:00,19248,"2019-03-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01655106678543
"38499",2019-03-14 02:00:00,19249,"2019-03-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18190982084501
"38501",2019-03-14 03:00:00,19250,"2019-03-14",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37985045108251
"38503",2019-03-14 04:00:00,19251,"2019-03-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.5679741249696
"38505",2019-03-14 05:00:00,19252,"2019-03-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69597435861446
"38507",2019-03-14 06:00:00,19253,"2019-03-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71240505048246
"38531",2019-03-14 18:00:00,19265,"2019-03-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03009466100389
"38547",2019-03-15 02:00:00,19273,"2019-03-15",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02466860214048
"38549",2019-03-15 03:00:00,19274,"2019-03-15",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17929083364963
"38581",2019-03-15 19:00:00,19290,"2019-03-15",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.04747610564962
"38607",2019-03-16 08:00:00,19303,"2019-03-16",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.80816900981776
"38609",2019-03-16 09:00:00,19304,"2019-03-16",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69982471390857
"38611",2019-03-16 10:00:00,19305,"2019-03-16",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4141243565847
"38631",2019-03-16 20:00:00,19315,"2019-03-16",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12971002869648
"38637",2019-03-16 23:00:00,19318,"2019-03-16",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47398437202442
"38639",2019-03-17 00:00:00,19319,"2019-03-17",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29128834479211
"38655",2019-03-17 08:00:00,19327,"2019-03-17",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.80504364106603
"38657",2019-03-17 09:00:00,19328,"2019-03-17",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.88974204212571
"38661",2019-03-17 11:00:00,19330,"2019-03-17",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47284059632714
"38663",2019-03-17 12:00:00,19331,"2019-03-17",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01083906953206
"38685",2019-03-17 23:00:00,19342,"2019-03-17",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63192815863371
"38687",2019-03-18 00:00:00,19343,"2019-03-18",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51954045368609
"38689",2019-03-18 01:00:00,19344,"2019-03-18",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.25318600441396
"38703",2019-03-18 08:00:00,19351,"2019-03-18",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6122159630379
"38705",2019-03-18 09:00:00,19352,"2019-03-18",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.8633999465655
"38729",2019-03-18 21:00:00,19364,"2019-03-18",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07060839853453
"38731",2019-03-18 22:00:00,19365,"2019-03-18",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44918247537642
"38737",2019-03-19 01:00:00,19368,"2019-03-19",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50461778415552
"38739",2019-03-19 02:00:00,19369,"2019-03-19",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14814351464359
"38757",2019-03-19 11:00:00,19378,"2019-03-19",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.00693558118483
"38759",2019-03-19 12:00:00,19379,"2019-03-19",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.86528623202457
"38761",2019-03-19 13:00:00,19380,"2019-03-19",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47786794705577
"38779",2019-03-19 22:00:00,19389,"2019-03-19",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27749947819832
"38827",2019-03-20 22:00:00,19413,"2019-03-20",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07110024008587
"38925",2019-03-22 23:00:00,19462,"2019-03-22",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10598918388179
"38951",2019-03-23 12:00:00,19475,"2019-03-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09959193914674
"38961",2019-03-23 17:00:00,19480,"2019-03-23",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.1327528941362
"38975",2019-03-24 00:00:00,19487,"2019-03-24",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29294553915609
"38977",2019-03-24 01:00:00,19488,"2019-03-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.62545171409398
"38979",2019-03-24 02:00:00,19489,"2019-03-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.85511885701635
"39001",2019-03-24 13:00:00,19500,"2019-03-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01748632586484
"39003",2019-03-24 14:00:00,19501,"2019-03-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3116212578156
"39005",2019-03-24 15:00:00,19502,"2019-03-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49761706581257
"39009",2019-03-24 17:00:00,19504,"2019-03-24",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37153344857198
"39011",2019-03-24 18:00:00,19505,"2019-03-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10117820145855
"39023",2019-03-25 00:00:00,19511,"2019-03-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10507853672534
"39025",2019-03-25 01:00:00,19512,"2019-03-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40963481985887
"39103",2019-03-26 16:00:00,19551,"2019-03-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0847313205768
"39105",2019-03-26 17:00:00,19552,"2019-03-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.26467337482674
"39129",2019-03-27 05:00:00,19564,"2019-03-27",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66607013400685
"39131",2019-03-27 06:00:00,19565,"2019-03-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59223357324188
"39133",2019-03-27 07:00:00,19566,"2019-03-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36600197297927
"39203",2019-03-28 18:00:00,19601,"2019-03-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00055836721545
"39235",2019-03-29 10:00:00,19617,"2019-03-29",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02739016827275
"39253",2019-03-29 19:00:00,19626,"2019-03-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.04276352017926
"39259",2019-03-29 22:00:00,19629,"2019-03-29",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.45833657681384
"39261",2019-03-29 23:00:00,19630,"2019-03-29",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35006065312485
"39263",2019-03-30 00:00:00,19631,"2019-03-30",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16271622667949
"39273",2019-03-30 05:00:00,19636,"2019-03-30",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08241951638378
"39275",2019-03-30 06:00:00,19637,"2019-03-30",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2776979246669
"39285",2019-03-30 11:00:00,19642,"2019-03-30",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02761975088123
"39303",2019-03-30 20:00:00,19651,"2019-03-30",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13997822641862
"39305",2019-03-30 21:00:00,19652,"2019-03-30",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.38168528858327
