"","X","site.old","site.code","site","quad","month","day","year","date","survey.season","survey.month","tran.loc.m","cover","no.fuc.q","no.large.fuc.q","no.small.fuc.q","fuc.ht","covcl.repro","ww.veg","ww.repro","ww.recp","dw.veg","dw.repro","dw.recp","apices.repro","apices.veg","no.concept.recp","oog.conc.1","oog.conc.2","oog.conc.3","groove","notes","perc.ra","avg.oog","perc.rdw"
"332",332,"BY","BYP","Brickyard Park",5,7,16,2018,"7/16/2018","Summer 2018","18-Jul",5,54,72,15,57,NA,3,1.277,0,NA,0.382,0,NA,0,13,NA,NA,NA,NA,NA,"",0,NA,0
"333",333,"BY","BYP","Brickyard Park",7,7,16,2018,"7/16/2018","Summer 2018","18-Jul",9,87,216,16,200,NA,3,7.29,0.202,NA,1.832,0.051,NA,2,56,NA,NA,NA,NA,NA,"estimate small fucus = 200+",3.44827586206897,NA,2.70844397238449
"334",334,"HS","HSB","Horseshoe Bay",4,7,16,2018,"7/16/2018","Summer 2018","18-Jul",8,96,115,30,85,NA,3,6.012,0,NA,1.399,0,NA,0,28,NA,NA,NA,NA,NA,"",0,NA,0
"335",335,"ND","PTC","Point Chauncey",2,7,17,2018,"7/17/2018","Summer 2018","18-Jul",2,52,114,16,98,NA,3,29.535,11.49,0.993,9.206,1.766,0.117,51,136,244,73,55,42,"Y","large rockweed isopod",27.2727272727273,56.6666666666667,16.095515858549
"336",336,"ND","PTC","Point Chauncey",7,7,17,2018,"7/17/2018","Summer 2018","18-Jul",9,74,223,23,200,NA,3,8.087,9.8,1.053,3.184,1.649,0.167,37,54,314,221,9,23,"N","estimate small fucus = 200+",40.6593406593407,84.3333333333333,34.11959445479
"337",337,"PC","PCY","Paradise Cay",2,7,17,2018,"7/17/2018","Summer 2018","18-Jul",3,22,27,4,23,NA,3,3.864,0,NA,1.341,0,NA,0,24,NA,NA,NA,NA,NA,"",0,NA,0
"338",338,"BY","BYP","Brickyard Park",1,8,6,2018,"8/6/2018","Summer 2018","18-Aug",3,45,203,3,200,NA,3,20.18,0.247,0.247,3.59,0.043,0.043,2,135,190,15,18,1,"N","estimate small fucus = 200+; 3 spiders and webs in fucus bed. Dead shore crab",1.45985401459854,11.3333333333333,1.18359482521332
"339",339,"BY","BYP","Brickyard Park",5,8,6,2018,"8/6/2018","Summer 2018","18-Aug",7,8,5,3,2,NA,3,13.198,4.73,0.335,4.157,1.323,0.074,27,80,446,4,26,7,"N","very dry thalli",25.2336448598131,12.3333333333333,24.1423357664234
"340",340,"ND","PTC","Point Chauncey",1,8,7,2018,"8/7/2018","Summer 2018","18-Aug",2,41,58,32,26,NA,3,18.265,11.69,0.491,4.57,1.409,0.065,42,80,182,17,18,1,NA,"",34.4262295081967,12,23.5658136812176
"341",341,"ND","PTC","Point Chauncey",2,8,7,2018,"8/7/2018","Summer 2018","18-Aug",3,63,127,25,102,NA,3,7.533,5.855,NA,2.102,0.832,NA,25,37,NA,NA,NA,NA,NA,"",40.3225806451613,NA,28.3571915473756
"342",342,"ND","PTC","Point Chauncey",3,8,7,2018,"8/7/2018","Summer 2018","18-Aug",4,31,62,14,48,NA,3,18.455,34.706,NA,5.173,4.889,NA,138,61,NA,NA,NA,NA,NA,"",69.3467336683417,NA,48.5887497515404
"343",343,"ND","PTC","Point Chauncey",4,8,7,2018,"8/7/2018","Summer 2018","18-Aug",6,4,6,2,4,NA,3,3.758,7.806,NA,1.243,1.338,NA,25,12,NA,NA,NA,NA,NA,"",67.5675675675676,NA,51.840371948857
"344",344,"ND","PTC","Point Chauncey",5,8,7,2018,"8/7/2018","Summer 2018","18-Aug",7,40,286,46,240,NA,3,9.054,0,NA,2.106,0,NA,52,0,NA,NA,NA,NA,NA,"",100,NA,0
"345",345,"ND","PTC","Point Chauncey",6,8,7,2018,"8/7/2018","Summer 2018","18-Aug",8,59,101,31,70,NA,3,7.312,4.09,0.456,1.836,0.579,0.073,18,61,246,7,16,12,NA,"",22.7848101265823,11.6666666666667,23.9751552795031
"346",346,"ND","PTC","Point Chauncey",7,8,7,2018,"8/7/2018","Summer 2018","18-Aug",9,71,222,43,179,NA,3,10.709,5.703,0.507,2.934,0.809,0.062,27,58,192,20,27,12,NA,"",31.7647058823529,19.6666666666667,21.6136788672188
"347",347,"BY","BYP","Brickyard Park",4,9,10,2018,"9/10/2018","Summer 2018","18-Sep",6,70,27,9,18,NA,3,16.287,0.735,NA,3.561,0.119,NA,3,48,NA,NA,NA,NA,NA,"large adult thalli in quadrat",5.88235294117647,NA,3.23369565217391
"348",348,"HS","HSB","Horseshoe Bay",9,9,10,2018,"9/10/2018","Summer 2018","18-Sep",14,51,24,11,13,NA,3,25.062,16.398,1.109,4.704,NA,0.161,47,83,484,55,55,38,"Y","",36.1538461538462,49.3333333333333,NA
"349",349,"ND","PTC","Point Chauncey",1,9,11,2018,"9/11/2018","Summer 2018","18-Sep",2,46,107,7,100,NA,3,5.767,13.73,NA,1.486,1.857,NA,24,19,NA,NA,NA,NA,NA,"",55.8139534883721,NA,55.5489081663177
"350",350,"ND","PTC","Point Chauncey",2,9,11,2018,"9/11/2018","Summer 2018","18-Sep",3,70,71,6,65,NA,3,6.295,7.09,0.698,1.608,1.074,0.065,20,28,198,13,0,1,"N","",41.6666666666667,4.66666666666667,40.0447427293065
"351",351,"ND","PTC","Point Chauncey",7,9,11,2018,"9/11/2018","Summer 2018","18-Sep",12,56,351,8,343,NA,3,3.712,5.214,0.744,0.94,0.763,0.096,16,20,144,26,16,24,"N","",44.4444444444444,22,44.8032883147387
"352",352,"PC","PCY","Paradise Cay",1,9,11,2018,"9/11/2018","Summer 2018","18-Sep",1,84,100,5,95,NA,3,9.181,3.433,NA,2.215,0.497,NA,14,35,NA,NA,NA,NA,NA,"larger band of fucus, seems to be much more fucus overall",28.5714285714286,NA,18.3259587020649
"353",353,"BY","BYP","Brickyard Park",10,10,9,2018,"10/9/2018","Fall 2018","18-Oct",14,86,46,29,17,22.1,3,85.47,50.485,NA,18.886,7.435,NA,158,226,NA,NA,NA,NA,NA,"",41.1458333333333,NA,28.2474070134113
"354",354,"HS","HSB","Horseshoe Bay",7,10,9,2018,"10/9/2018","Fall 2018","18-Oct",11,45,40,6,34,7.8,3,11.231,19.727,NA,2.684,3.182,NA,45,27,NA,NA,NA,NA,NA,"",62.5,NA,54.2448005455165
"355",355,"HS","HSB","Horseshoe Bay",8,10,9,2018,"10/9/2018","Fall 2018","18-Oct",12,32,10,3,7,4.6,3,15.343,54.47,NA,3.855,8.43,NA,98,31,NA,NA,NA,NA,NA,"",75.968992248062,NA,68.6202686202686
"356",356,"ND","PTC","Point Chauncey",1,10,10,2018,"10/10/2018","Fall 2018","18-Oct",2,76,74,9,65,18.8,3,5.089,14.897,NA,1.409,2.089,NA,29,14,NA,NA,NA,NA,NA,"",67.4418604651163,NA,59.7198399085191
"357",357,"ND","PTC","Point Chauncey",5,10,10,2018,"10/10/2018","Fall 2018","18-Oct",9,24,52,5,47,17.8,3,9.274,31.001,NA,2.268,3.99,NA,73,33,NA,NA,NA,NA,NA,"",68.8679245283019,NA,63.758389261745
"358",358,"BY","BYP","Brickyard Park",3,11,6,2018,"11/6/2018","Fall 2018","18-Nov",6,66,26,13,13,18.5,3,10.102,1.516,NA,2.497,0.278,NA,13,44,NA,NA,NA,NA,NA,"",22.8070175438596,NA,10.018018018018
"359",359,"BY","BYP","Brickyard Park",5,11,6,2018,"11/6/2018","Fall 2018","18-Nov",8,51,33,9,24,24.2,3,40.555,51.629,NA,12.004,8.576,NA,175,92,NA,NA,NA,NA,NA,"",65.5430711610487,NA,41.6715257531584
"360",360,"BY","BYP","Brickyard Park",8,11,6,2018,"11/6/2018","Fall 2018","18-Nov",13,96,48,4,44,15.6,3,5.78,1.351,NA,1.482,0.218,NA,10,27,NA,NA,NA,NA,NA,"",27.027027027027,NA,12.8235294117647
"361",361,"BY","BYP","Brickyard Park",9,11,6,2018,"11/6/2018","Fall 2018","18-Nov",14,79,21,18,3,20.7,3,50.357,27.216,0.725,13.387,5.177,0.142,122,156,378,5,44,36,"N","",43.8848920863309,28.3333333333333,27.8873087696617
"362",362,"HS","HSB","Horseshoe Bay",3,11,6,2018,"11/6/2018","Fall 2018","18-Nov",4,67,30,17,13,16.8,3,10.027,36.371,1.452,2.639,5.704,0.228,90,26,564,39,81,34,"Y","",77.5862068965517,51.3333333333333,68.3686923169124
"363",363,"HS","HSB","Horseshoe Bay",4,11,6,2018,"11/6/2018","Fall 2018","18-Nov",8,89,44,27,17,18.8,3,7.471,7.614,NA,1.782,1.149,NA,30,13,NA,NA,NA,NA,NA,"",69.7674418604651,NA,39.2016376663255
"364",364,"HS","HSB","Horseshoe Bay",5,11,6,2018,"11/6/2018","Fall 2018","18-Nov",10,28,19,6,13,28.3,3,17.741,26.556,NA,4.549,4.099,NA,47,50,NA,NA,NA,NA,NA,"",48.4536082474227,NA,47.3982423681776
"365",365,"HS","HSB","Horseshoe Bay",6,12,4,2018,"12/4/2018","Fall 2018","18-Dec",10,18,6,2,4,16.4,3,6.462,11.066,NA,2.011,2.191,NA,29,13,NA,NA,NA,NA,NA,"",69.0476190476191,NA,52.1418372203712
"366",366,"HS","HSB","Horseshoe Bay",8,12,4,2018,"12/4/2018","Fall 2018","18-Dec",13,20,11,4,7,20.4,3,9.735,5.55,NA,3.018,1.006,NA,12,6,NA,NA,NA,NA,NA,"",66.6666666666667,NA,25
"367",367,"HS","HSB","Horseshoe Bay",9,12,4,2018,"12/4/2018","Fall 2018","18-Dec",14,37,18,10,8,18.5,3,4.729,11.271,NA,1.644,1.93,NA,32,4,NA,NA,NA,NA,NA,"",88.8888888888889,NA,54.0011191941802
"368",368,"HS","HSB","Horseshoe Bay",10,12,4,2018,"12/4/2018","Fall 2018","18-Dec",15,28,14,3,11,12.3,3,6.674,1.827,NA,1.664,0.322,NA,8,31,NA,NA,NA,NA,NA,"",20.5128205128205,NA,16.2134944612286
"369",369,"ND","PTC","Point Chauncey",1,12,5,2018,"12/5/2018","Fall 2018","18-Dec",1,27,23,7,16,14.5,3,4.919,6.956,NA,1.18,0.964,NA,27,14,NA,NA,NA,NA,NA,"",65.8536585365854,NA,44.9626865671642
"370",370,"ND","PTC","Point Chauncey",2,12,5,2018,"12/5/2018","Fall 2018","18-Dec",3,42,28,4,24,13.1,3,4.223,12.043,0.492,1.061,1.687,0.065,48,9,324,63,64,0,"Y","",84.2105263157895,42.3333333333333,61.3901018922853
"371",371,"ND","PTC","Point Chauncey",3,12,5,2018,"12/5/2018","Fall 2018","18-Dec",4,39,28,5,23,17.5,3,2.469,0,NA,0.493,0,NA,0,13,NA,NA,NA,NA,NA,"",0,NA,0
"372",372,"ND","PTC","Point Chauncey",4,12,5,2018,"12/5/2018","Fall 2018","18-Dec",5,19,13,5,8,20,3,11.802,5.325,NA,3.062,0.689,NA,17,40,NA,NA,NA,NA,NA,"",29.8245614035088,NA,18.3684350839776
"373",373,"PC","PCY","Paradise Cay",2,12,5,2018,"12/5/2018","Fall 2018","18-Dec",4,29,18,9,9,21.7,3,8.859,10.96,0.309,2.196,1.395,0.048,31,37,450,64,34,51,"Y","",45.5882352941176,49.6666666666667,38.8471177944862
"374",374,"PC","PCY","Paradise Cay",3,12,5,2018,"12/5/2018","Fall 2018","18-Dec",5,53,40,20,20,22.6,3,13.754,12.402,0.814,3.657,1.934,0.111,55,46,408,45,37,45,"N","",54.4554455445545,42.3333333333333,34.5913074584153
"375",375,"PC","PCY","Paradise Cay",4,12,5,2018,"12/5/2018","Fall 2018","18-Dec",6,28,23,4,19,16.8,3,16.077,2.16,NA,3.775,0.294,NA,11,73,NA,NA,NA,NA,NA,"",13.0952380952381,NA,7.22536249692799
"376",376,"PC","PCY","Paradise Cay",6,12,5,2018,"12/5/2018","Fall 2018","18-Dec",9,44,29,12,17,19.9,3,23.453,21.412,NA,4.849,2.704,NA,84,63,NA,NA,NA,NA,NA,"",57.1428571428571,NA,35.8003442340792
"377",377,"PC","PCY","Paradise Cay",7,12,5,2018,"12/5/2018","Fall 2018","18-Dec",10,67,28,8,20,23.1,3,40.828,37.51,NA,8.652,4.566,NA,222,126,NA,NA,NA,NA,NA,"",63.7931034482759,NA,34.5438039037676
"378",378,"PC","PCY","Paradise Cay",8,12,5,2018,"12/5/2018","Fall 2018","18-Dec",12,29,26,8,18,17.9,3,6.075,1.004,NA,1.409,0.127,NA,8,22,NA,NA,NA,NA,NA,"",26.6666666666667,NA,8.26822916666667
"379",379,"ND","PTC","Point Chauncey",1,1,30,2019,"1/30/2019","Winter 2019","19-Jan",2,25,22,1,21,14.4,3,3.698,0.371,0.336,0.949,0.052,0.052,2,23,338,0,0,18,"N","",8,6,5.19480519480519
"380",380,"ND","PTC","Point Chauncey",3,1,30,2019,"1/30/2019","Winter 2019","19-Jan",5,0,11,4,7,13.2,3,4.02,0.631,NA,1.356,0.157,NA,6,21,NA,NA,NA,NA,NA,"",22.2222222222222,NA,10.3767349636484
"381",381,"ND","PTC","Point Chauncey",4,1,30,2019,"1/30/2019","Winter 2019","19-Jan",7,4,1,0,1,14.2,3,6.101,0.314,NA,1.6,0.061,NA,20,26,NA,NA,NA,NA,NA,"",43.4782608695652,NA,3.67248645394341
"382",382,"ND","PTC","Point Chauncey",5,1,30,2019,"1/30/2019","Winter 2019","19-Jan",8,35,43,36,7,18,3,8.018,11.56,NA,2.231,1.441,NA,3,11,NA,NA,NA,NA,NA,"",21.4285714285714,NA,39.2429193899782
"383",383,"ND","PTC","Point Chauncey",9,1,30,2019,"1/30/2019","Winter 2019","19-Jan",14,3,5,1,4,16.6,3,6.613,0.414,NA,2.021,0.074,NA,4,60,NA,NA,NA,NA,NA,"",6.25,NA,3.53221957040573
"384",384,"PC","PCY","Paradise Cay",4,1,30,2019,"1/30/2019","Winter 2019","19-Jan",7,35,31,4,27,17.1,3,6,0.847,NA,1.48,0.108,NA,3,30,NA,NA,NA,NA,NA,"",9.09090909090909,NA,6.80100755667506
"385",385,"PC","PCY","Paradise Cay",7,1,30,2019,"1/30/2019","Winter 2019","19-Jan",11,48,19,9,10,20.9,3,11.649,4.53,0.379,2.904,0.56,0.063,16,58,390,21,59,41,"Y","",21.6216216216216,40.3333333333333,16.1662817551963
"386",386,"PC","PCY","Paradise Cay",8,1,30,2019,"1/30/2019","Winter 2019","19-Jan",13,39,15,2,13,15.9,3,4.318,0,NA,1.129,0,NA,0,28,NA,NA,NA,NA,NA,"",0,NA,0
"387",387,"PC","PCY","Paradise Cay",9,1,30,2019,"1/30/2019","Winter 2019","19-Jan",14,43,15,1,14,21.3,3,8.305,0.368,NA,2.269,0.05,NA,2,45,NA,NA,NA,NA,NA,"",4.25531914893617,NA,2.15610176800345
"388",388,"PC","PCY","Paradise Cay",10,1,30,2019,"1/30/2019","Winter 2019","19-Jan",15,80,18,9,9,21.1,3,17.385,3.164,NA,4.498,0.453,NA,22,68,NA,NA,NA,NA,NA,"",24.4444444444444,NA,9.14966673399313
"389",389,"BY","BYP","Brickyard Park",6,1,31,2019,"1/31/2019","Winter 2019","19-Jan",8,58,19,7,12,24.5,3,22.679,3.995,1.654,6.068,0.427,0.139,11,78,247,140,140,81,NA,"",12.3595505617978,120.333333333333,6.57428791377983
"390",390,"HS","HSB","Horseshoe Bay",1,1,31,2019,"1/31/2019","Winter 2019","19-Jan",1,2,1,1,0,24.1,3,9.775,2.481,NA,2.968,0.432,NA,11,32,NA,NA,NA,NA,NA,"",25.5813953488372,NA,12.7058823529412
"391",391,"HS","HSB","Horseshoe Bay",4,1,31,2019,"1/31/2019","Winter 2019","19-Jan",6,15,8,2,6,18,3,16.796,12.181,NA,4.536,1.989,NA,62,89,NA,NA,NA,NA,NA,"",41.0596026490066,NA,30.4827586206897
"392",392,"HS","HSB","Horseshoe Bay",6,1,31,2019,"1/31/2019","Winter 2019","19-Jan",10,68,31,26,5,26.1,3,10.979,0.415,NA,3.197,0.079,NA,4,75,NA,NA,NA,NA,NA,"",5.06329113924051,NA,2.41147741147741
"393",393,"ND","PTC","Point Chauncey",6,2,20,2019,"2/20/2019","Winter 2019","19-Feb",9,0,0,0,0,21.8,3,19.058,0.601,NA,4.198,0.083,NA,3,0,NA,NA,NA,NA,NA,"",100,NA,1.93879934594721
"394",394,"PC","PCY","Paradise Cay",1,2,20,2019,"2/20/2019","Winter 2019","19-Feb",2,65,29,20,9,17.6,3,3.813,0.378,NA,1.024,0.061,NA,2,38,NA,NA,NA,NA,NA,"",5,NA,5.6221198156682
"395",395,"PC","PCY","Paradise Cay",2,2,20,2019,"2/20/2019","Winter 2019","19-Feb",3,50,34,19,15,23.1,3,14.439,5.391,0.605,3.237,0.633,0.07,31,51,422,80,59,46,"Y","",37.8048780487805,61.6666666666667,16.3565891472868
"396",396,"PC","PCY","Paradise Cay",3,2,20,2019,"2/20/2019","Winter 2019","19-Feb",4,14,9,3,6,9.3,3,1.261,0,NA,0.277,0,NA,0,13,NA,NA,NA,NA,NA,"",0,NA,0
"397",397,"PC","PCY","Paradise Cay",7,2,20,2019,"2/20/2019","Winter 2019","19-Feb",10,43,23,12,11,15.4,3,7.667,0.36,NA,1.662,0.038,NA,2,53,NA,NA,NA,NA,NA,"",3.63636363636364,NA,2.23529411764706
"398",398,"PC","PCY","Paradise Cay",10,2,20,2019,"2/20/2019","Winter 2019","19-Feb",14,86,45,25,20,23.1,3,20.683,2.509,0.262,4.377,0.315,0.031,20,NA,166,34,0,7,"Y","",NA,13.6666666666667,6.71355498721228
"399",399,"BY","BYP","Brickyard Park",9,2,21,2019,"2/21/2019","Winter 2019","19-Feb",14,58,14,12,2,26,3,37.068,5.188,0.225,10.527,0.835,0.042,33,104,306,23,29,24,"Y","",24.0875912408759,25.3333333333333,7.34905826439007
"400",400,"BY","BYP","Brickyard Park",10,2,21,2019,"2/21/2019","Winter 2019","19-Feb",15,67,21,16,5,10,3,8.838,0,NA,2.331,0,NA,0,47,NA,NA,NA,NA,NA,"",0,NA,0
"401",401,"HS","HSB","Horseshoe Bay",1,2,21,2019,"2/21/2019","Winter 2019","19-Feb",1,20,10,2,8,8.5,3,1.985,0.652,NA,0.535,0.087,NA,6,19,NA,NA,NA,NA,NA,"",24,NA,13.9871382636656
"402",402,"HS","HSB","Horseshoe Bay",7,2,21,2019,"2/21/2019","Winter 2019","19-Feb",10,41,23,3,20,26.2,3,12.861,0.564,0.09,3.456,0.114,0.017,5,28,124,37,29,31,"Y","",15.1515151515152,32.3333333333333,3.19327731092437
"403",403,"BY","BYP","Brickyard Park",3,3,14,2019,"3/14/2019","Winter 2019","19-Mar",4,44,22,7,15,22.1,3,19.971,4.628,0.608,5,0.617,0.086,15,101,434,80,29,60,"Y","",12.9310344827586,56.3333333333333,10.9845113049671
"404",404,"HS","HSB","Horseshoe Bay",1,3,14,2019,"3/14/2019","Winter 2019","19-Mar",1,33,15,0,15,18.2,3,7.988,0.273,NA,2.909,0.102,NA,3,67,NA,NA,NA,NA,NA,"Fucus are crispy/dry which makes it more difficult to count. Receptacles appear extra swollen --> from the heat?",4.28571428571429,NA,3.38757887744935
"405",405,"HS","HSB","Horseshoe Bay",6,3,14,2019,"3/14/2019","Winter 2019","19-Mar",9,93,52,36,16,20,3,9.023,4.592,0.515,2.008,0.662,0.069,22,44,352,29,36,30,"Y","",33.3333333333333,31.6666666666667,24.7940074906367
"406",406,"PC","PCY","Paradise Cay",2,3,15,2019,"3/15/2019","Winter 2019","19-Mar",3,47,18,10,8,16.5,3,14.898,0.639,NA,4.457,0.199,NA,12,112,NA,NA,NA,NA,NA,"",9.67741935483871,NA,4.27405498281787
"407",407,"PC","PCY","Paradise Cay",5,3,15,2019,"3/15/2019","Winter 2019","19-Mar",7,37,14,12,2,19.5,3,6.844,0.235,NA,3.342,0.095,NA,6,34,NA,NA,NA,NA,NA,"",15,NA,2.76403840558627
"408",408,"BY","BYP","Brickyard Park",1,4,9,2019,"4/9/2019","Spring 2019","19-Apr",2,56,17,8,9,21.8,3,23.866,2.119,NA,5.649,0.255,NA,9,109,NA,NA,NA,NA,NA,"",7.6271186440678,NA,4.31910569105691
"409",409,"BY","BYP","Brickyard Park",8,4,9,2019,"4/9/2019","Spring 2019","19-Apr",12,71,14,9,5,25.5,3,18.075,6.796,1.557,3.941,0.494,0.118,10,84,414,35,18,33,"Y","",10.6382978723404,28.6666666666667,11.1386696730552
"410",410,"HS","HSB","Horseshoe Bay",5,4,9,2019,"4/9/2019","Spring 2019","19-Apr",7,89,36,12,24,23.6,3,29.177,79.313,NA,6.525,6.503,NA,103,42,NA,NA,NA,NA,NA,"",71.0344827586207,NA,49.9155664722137
"411",411,"HS","HSB","Horseshoe Bay",7,4,9,2019,"4/9/2019","Spring 2019","19-Apr",10,41,37,10,27,12.1,3,5.778,3.561,0.56,1.18,0.375,0.059,18,42,448,85,32,11,"Y","",30,42.6666666666667,24.1157556270096
"412",412,"ND","PTC","Point Chauncey",3,4,11,2019,"4/11/2019","Spring 2019","19-Apr",4,20,21,6,15,15,3,7.551,0.144,NA,1.652,0.029,NA,2,28,NA,NA,NA,NA,NA,"",6.66666666666667,NA,1.72516359309935
"413",413,"ND","PTC","Point Chauncey",7,4,11,2019,"4/11/2019","Spring 2019","19-Apr",11,43,77,23,54,9.5,3,3.79,0.897,NA,1.043,0.168,NA,8,28,NA,NA,NA,NA,NA,"",22.2222222222222,NA,13.8728323699422
"414",414,"PC","PCY","Paradise Cay",2,4,11,2019,"4/11/2019","Spring 2019","19-Apr",3,39,17,11,6,23.6,3,30.578,0.797,NA,7.715,0.125,NA,7,175,NA,NA,NA,NA,NA,"",3.84615384615385,NA,1.59438775510204
"415",415,"PC","PCY","Paradise Cay",3,4,11,2019,"4/11/2019","Spring 2019","19-Apr",4,37,17,10,7,21.9,3,38.496,7.066,NA,7.963,0.583,NA,16,222,NA,NA,NA,NA,NA,"",6.72268907563025,NA,6.8219049847882
"416",416,"PC","PCY","Paradise Cay",7,4,11,2019,"4/11/2019","Spring 2019","19-Apr",10,51,19,11,8,21.3,3,15.082,0.463,NA,3.224,0.06,NA,4,100,NA,NA,NA,NA,NA,"",3.84615384615385,NA,1.82704019488429
"417",417,"BY","BYP","Brickyard Park",1,5,8,2019,"5/8/2019","Spring 2019","19-May",2,41,14,6,8,12.1,3,6.76,0.382,NA,1.828,0.072,NA,4,57,NA,NA,NA,NA,NA,"speckled isopod",6.55737704918033,NA,3.78947368421053
"418",418,"BY","BYP","Brickyard Park",7,5,8,2019,"5/8/2019","Spring 2019","19-May",10,53,8,6,2,19.6,3,44.012,2.894,0.241,10.01,0.414,0.04,19,210,268,0,0,0,NA,"",8.29694323144105,0,3.97160399079048
"419",419,"BY","BYP","Brickyard Park",8,5,8,2019,"5/8/2019","Spring 2019","19-May",12,60,16,9,7,22.6,3,38.8,2.037,NA,9.13,0.326,NA,17,207,NA,NA,NA,NA,NA,"",7.58928571428571,NA,3.44754653130288
"420",420,"PC","PCY","Paradise Cay",2,5,9,2019,"5/9/2019","Spring 2019","19-May",4,4,0,0,0,14.2,3,10.59,2.678,NA,2.833,0.411,NA,20,64,NA,NA,NA,NA,NA,"",23.8095238095238,NA,12.6695437731196
"421",421,"BY","BYP","Brickyard Park",8,6,8,2019,"6/8/2019","Spring 2019","19-Jun",11,30,9,3,6,18.8,3,89,56.389,NA,19.006,6.034,NA,210,312,NA,NA,NA,NA,NA,"",40.2298850574713,NA,24.0974440894569
"422",422,"ND","PTC","Point Chauncey",1,6,9,2019,"6/9/2019","Spring 2019","19-Jun",1,12,8,5,3,14.8,3,3.136,24.327,1.327,0.938,1.983,0.102,38,5,176,12,16,14,"Y","hot out",88.3720930232558,14,67.8877096884628
"423",423,"ND","PTC","Point Chauncey",2,6,9,2019,"6/9/2019","Spring 2019","19-Jun",3,3,3,1,2,8.2,3,2.58,0,NA,0.561,0,NA,0,15,NA,NA,NA,NA,NA,"",0,NA,0
"424",424,"ND","PTC","Point Chauncey",3,6,9,2019,"6/9/2019","Spring 2019","19-Jun",5,48,39,12,27,14.2,3,5.243,11.039,0.824,1.29,0.927,0.075,22,26,270,10,15,9,"Y","",45.8333333333333,11.3333333333333,41.8132611637348
"425",425,"ND","PTC","Point Chauncey",5,6,9,2019,"6/9/2019","Spring 2019","19-Jun",7,25,23,7,16,24.1,3,14.074,24.377,NA,3.95,3.401,NA,79,42,NA,NA,NA,NA,NA,"",65.2892561983471,NA,46.2658141749422
"426",426,"ND","PTC","Point Chauncey",6,6,9,2019,"6/9/2019","Spring 2019","19-Jun",8,6,3,1,2,15.1,3,8.724,16.932,NA,2.3,2.196,NA,45,30,NA,NA,NA,NA,NA,"",60,NA,48.8434163701068
"427",427,"ND","PTC","Point Chauncey",10,6,9,2019,"6/9/2019","Spring 2019","19-Jun",15,3,2,1,1,18.1,3,10.807,36.283,NA,2.891,3.506,NA,91,28,NA,NA,NA,NA,NA,"",76.4705882352941,NA,54.8069407534782
"428",428,"BY","BYP","Brickyard Park",7,7,20,2019,"7/20/2019","Summer 2019","19-Jul",10,10,8,4,4,18.2,3,11.822,0,NA,2.537,0,NA,0,82,NA,NA,NA,NA,NA,"",0,NA,0
"429",429,"HS","HSB","Horseshoe Bay",4,7,20,2019,"7/20/2019","Summer 2019","19-Jul",5,38,18,14,4,32.3,3,59.228,28.653,NA,12.126,4.009,NA,107,127,NA,NA,NA,NA,NA,"",45.7264957264957,NA,24.8466067555005
"430",430,"ND","PTC","Point Chauncey",1,7,21,2019,"7/21/2019","Summer 2019","19-Jul",1,13,17,2,15,21.5,3,11.554,35.261,NA,3.142,4.977,NA,69,17,NA,NA,NA,NA,NA,"",80.2325581395349,NA,61.3006527897524
"431",431,"ND","PTC","Point Chauncey",3,7,21,2019,"7/21/2019","Summer 2019","19-Jul",3,21,32,5,27,13,3,5.786,1.851,NA,1.491,0.33,NA,8,19,NA,NA,NA,NA,NA,"",29.6296296296296,NA,18.1219110378913
"432",432,"ND","PTC","Point Chauncey",7,7,21,2019,"7/21/2019","Summer 2019","19-Jul",10,46,80,6,74,17,3,1.818,9.442,1.292,0.621,1.274,0.146,11,0,234,25,27,14,"N","",100,22,67.2295514511873
"433",433,"HS","HSB","Horseshoe Bay",4,8,4,2019,"8/4/2019","Summer 2019","19-Aug",5,42,30,7,23,24.5,3,22.086,38.385,1.044,5.209,4.911,0.141,92,32,378,50,27,55,"Y","",74.1935483870968,44,48.5276679841897
"434",434,"ND","PTC","Point Chauncey",7,8,4,2019,"8/4/2019","Summer 2019","19-Aug",10,24,57,2,55,13.8,3,8.008,3.294,NA,1.921,0.615,NA,13,51,NA,NA,NA,NA,NA,"",20.3125,NA,24.2507886435331
"435",435,"BY","BYP","Brickyard Park",8,9,12,2019,"9/12/2019","Summer 2019","19-Sep",12,16,40,2,38,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"436",436,"ND","PTC","Point Chauncey",2,9,12,2019,"9/12/2019","Summer 2019","19-Sep",3,21,19,5,14,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"437",437,"ND","PTC","Point Chauncey",3,9,12,2019,"9/12/2019","Summer 2019","19-Sep",4,24,24,2,22,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"438",438,"ND","PTC","Point Chauncey",4,9,12,2019,"9/12/2019","Summer 2019","19-Sep",5,32,6,5,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
